real rot, expected dict rot, actual dict rot, error from real rot, error from expected rot
0.1, 0.1, 1.3, 1200.0%, 1200.0%
0.2, 0.2, 1.3, 550.0%, 550.0%
0.3, 0.3, 1.3, 333.333%, 333.333%
0.4, 0.4, 1.3, 225.0%, 225.0%
0.5, 0.5, 1.3, 160.0%, 160.0%
0.6, 0.6, 1.3, 116.667%, 116.667%
0.7, 0.7, 1.3, 85.714%, 85.714%
0.8, 0.8, 1.3, 62.5%, 62.5%
0.9, 0.9, 1.3, 44.444%, 44.444%
1.0, 1.0, 1.3, 30.0%, 30.0%
1.1, 1.1, 1.3, 18.182%, 18.182%
1.2, 1.2, 1.3, 8.333%, 8.333%
1.3, 1.3, 1.3, 0.0%, 0.0%
1.4, 1.4, 1.3, 7.143%, 7.143%
1.5, 1.5, 1.3, 13.333%, 13.333%
1.6, 1.6, 1.3, 18.75%, 18.75%
1.7, 1.7, 1.3, 23.529%, 23.529%
1.8, 1.8, 1.3, 27.778%, 27.778%
1.9, 1.9, 1.3, 31.579%, 31.579%
2.0, 2.0, 1.3, 35.0%, 35.0%
2.1, 2.1, 1.3, 38.095%, 38.095%
2.2, 2.2, 1.3, 40.909%, 40.909%
2.3, 2.3, 1.3, 43.478%, 43.478%
2.4, 2.4, 1.3, 45.833%, 45.833%
2.5, 2.5, 1.3, 48.0%, 48.0%
2.6, 2.6, 1.3, 50.0%, 50.0%
2.7, 2.7, 1.3, 51.852%, 51.852%
2.8, 2.8, 1.3, 53.571%, 53.571%
2.9, 2.9, 1.3, 55.172%, 55.172%
3.0, 3.0, 1.3, 56.667%, 56.667%
3.1, 3.1, 1.3, 58.065%, 58.065%
3.2, 3.2, 1.3, 59.375%, 59.375%
3.3, 3.3, 1.3, 60.606%, 60.606%
3.4, 3.4, 1.3, 61.765%, 61.765%
3.5, 3.5, 1.3, 62.857%, 62.857%
3.6, 3.6, 1.3, 63.889%, 63.889%
3.7, 3.7, 1.3, 64.865%, 64.865%
3.8, 3.8, 1.3, 65.789%, 65.789%
3.9, 3.9, 1.3, 66.667%, 66.667%
4.0, 4.0, 1.3, 67.5%, 67.5%
4.1, 4.1, 1.3, 68.293%, 68.293%
4.2, 4.2, 1.3, 69.048%, 69.048%
4.3, 4.3, 1.3, 69.767%, 69.767%
4.4, 4.4, 1.3, 70.455%, 70.455%
4.5, 4.5, 1.7, 62.222%, 62.222%
4.6, 4.6, 1.3, 71.739%, 71.739%
4.7, 4.7, 1.3, 72.34%, 72.34%
4.8, 4.8, 1.7, 64.583%, 64.583%
4.9, 4.9, 1.3, 73.469%, 73.469%
5.0, 5.0, 1.7, 66.0%, 66.0%
Average error from real rotations: 95.883%
Average error from expected rotations: 95.883%
