2.41087,178.736,-177.033
2.20218,178.081,-176.516
-22.3629,-177.733,-178.577
-22.0289,-177.729,-178.603
-21.3584,-177.341,-178.775
-20.5758,-177.62,-178.749
-19.493,-177.704,-178.794
-18.9153,-177.612,-178.871
-18.345,-177.608,-178.892
-17.6676,-177.587,-178.942
-16.2984,-177.616,-179.03
-15.276,-177.489,-179.145
-14.5522,-177.554,-179.183
-13.1336,-177.563,-179.287
-12.3022,-177.607,-179.327
-11.4288,-177.564,-179.396
-9.97056,-177.643,-179.468
-8.84489,-177.613,-179.553
-8.02092,-177.553,-179.65
-7.42383,-177.596,-179.674
-6.19149,-177.659,-179.728
-5.37692,-177.63,-179.801
-4.00649,-177.509,-179.93
-2.91867,-177.651,-179.952
-2.12098,-177.691,-179.966
-0.517751,-177.693,179.904
0.585099,-177.731,179.864
1.58392,-177.767,179.799
3.69806,-177.68,179.598
4.83591,-178.152,179.869
5.68575,-178.15,179.802
6.74509,-178.146,179.748
7.83657,-178.198,179.571
8.73558,-178.173,179.643
9.43422,-178.187,179.687
10.0442,-178.22,179.689
11.716,-178.325,179.679
12.8926,-178.357,179.557
13.9344,-177.966,179.148
15.5597,-177.995,179.052
16.6848,-178.427,179.422
17.9343,-178.463,179.377
19.1322,-178.432,179.456
20.8094,-178.201,178.952
23.0425,-178.265,178.88
24.1959,-178.278,178.845
25.8439,-178.316,178.806
27.1664,-178.369,178.775
28.3465,-178.415,178.777
29.9799,-178.251,178.684
31.5556,-178.305,178.657
32.5975,-178.484,178.615
34.2643,-178.491,178.542
35.7395,-178.558,178.561
38.2863,-178.445,178.474
40.9903,-178.527,178.449
42.3406,-178.474,178.346
44.198,-178.517,178.285
45.7906,-178.492,178.174
47.014,-178.432,178.058
48.1673,-178.397,177.976
49.3286,-178.344,177.88
50.0702,-178.372,177.843
51.3598,-178.756,178.109
52.3194,-178.466,177.887
53.6943,-178.382,177.741
54.8519,-178.559,177.866
55.854,-178.405,177.706
56.7283,-178.383,177.653
57.7096,-178.648,177.882
58.3709,-178.689,177.928
59.2574,-178.46,177.655
60.0112,-178.692,177.84
60.6706,-178.529,177.634
61.3448,-178.524,177.609
62.0818,-178.497,177.547
63.3285,-178.225,177.224
64.8308,-178.161,177.091
66.0094,-178.538,177.356
66.7498,-178.528,177.306
67.5946,-178.395,177.127
68.751,-178.387,177.092
69.5645,-178.361,177.046
70.8821,-178.436,177.098
72.0906,-178.366,176.987
73.568,-178.166,176.726
74.5639,-178.08,176.606
75.7383,-177.799,176.299
77.0613,-177.839,176.307
77.9267,-178.053,176.547
79.1757,-178.596,177.078
79.9047,-178.263,176.693
81.3961,-178.61,177.039
82.2239,-179.046,177.493
83.1079,-178.562,176.957
84.1362,-179.03,177.457
85.0584,179.3,179.194
85.902,179.083,179.311
86.7315,178.838,179.62
88.1951,162.247,-163.846
89.0947,99.8328,-100.938
89.1054,61.6141,-62.894
88.8077,35.2581,-36.6854
87.8448,15.0817,-16.6836
87.138,6.945,-8.67157
85.7503,4.76717,-6.52553
85.5541,4.54718,-6.31648
85.5321,4.18839,-5.98492
