62.1107,175.897,-173.17
60.2903,175.614,-173.109
50.9167,176.658,-174.031
7.8679,179.519,-175.46
7.07667,179.459,-175.515
6.29991,179.477,-175.495
5.31043,179.601,-175.462
4.56499,179.642,-175.459
3.58465,179.712,-175.43
1.4927,179.755,-175.429
0.0356786,179.816,-175.417
-0.730858,179.795,-175.439
-1.56718,179.805,-175.45
-2.74193,179.796,-175.472
-3.68879,179.835,-175.464
-4.42406,179.846,-175.474
-5.00715,179.857,-175.476
-6.08112,179.894,-175.469
-6.70732,179.901,-175.48
-7.61353,179.861,-175.529
-7.95297,179.734,-175.648
-8.55713,179.741,-175.646
-9.3529,179.787,-175.63
-11.1063,179.815,-175.674
-11.8946,179.82,-175.69
-13.3351,179.952,-175.616
-14.1585,179.942,-175.676
-15.188,179.872,-175.748
-15.6939,179.864,-175.764
-16.6035,179.871,-175.788
-17.1964,179.842,-175.767
-17.5494,179.821,-175.84
-17.9209,179.807,-175.912
-19.164,179.961,-175.94
-19.8287,-179.892,-175.751
-20.8409,-179.597,-175.526
-20.9477,-179.366,-175.324
-21.8153,-179.34,-175.379
-22.6594,-179.389,-175.461
-24.0909,-179.197,-175.341
-24.9188,-179.12,-175.27
-26.5232,-179.028,-175.216
-27.6804,-179.078,-175.189
-29.166,-178.892,-175.139
-29.8718,-178.872,-175.12
-31.1583,-179.06,-175.411
-33.3521,-179.322,-175.845
-34.1602,-179.377,-175.929
-34.9259,-179.392,-176.031
-36.3817,-179.511,-176.234
-37.4121,-179.512,-176.3
-38.1418,-179.53,-176.336
-38.7938,-179.523,-176.365
-39.4621,-179.567,-176.436
-40.031,-179.557,-176.458
-41.128,-179.513,-176.422
-41.8254,-179.534,-176.457
-43.0039,-179.524,-176.493
-44.2507,-179.39,-176.407
-45.5572,-179.456,-176.508
-46.3141,-179.278,-176.382
-46.9144,-179.215,-176.387
-47.6255,-179.223,-176.42
-48.3383,-179.27,-176.498
-49.1139,-179.264,-176.529
-50.5449,-179.227,-176.522
-51.6452,-179.182,-176.525
-52.8507,-179.157,-176.525
-53.2383,-179.309,-176.729
-53.8506,-179.198,-176.632
-54.1902,-179.185,-176.617
-54.9807,-179.118,-176.586
